County,Candidate,Party
MARAMUREŞ,MOLNAR ZOLTAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MARAMUREŞ,SZTRIMBELY YVONNE-EVA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MARAMUREŞ,IVAN DAN,UNIUNEA SALVAȚI ROMÂNIA
MARAMUREŞ,BAIAS MĂNDIȚA,UNIUNEA SALVAȚI ROMÂNIA
MARAMUREŞ,POP CLAUDIU-VASILE,UNIUNEA SALVAȚI ROMÂNIA
MARAMUREŞ,GIESSWEIN CRISTIN,UNIUNEA SALVAȚI ROMÂNIA
MARAMUREŞ,PETROVAN SORIN-ZAHARIA,UNIUNEA SALVAȚI ROMÂNIA
MEHEDINŢI,NECȘULESCU CARMEN-LIDIA,ALIANȚA NAȚIONAL CREȘTINĂ
MEHEDINŢI,CIOBANU CRISTIAN-IONEL,ALIANȚA NAȚIONAL CREȘTINĂ
MEHEDINŢI,BACIU IONUȚ-SORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR

MEHEDINŢI,MIRICĂ-PUFAN EMIL,ALIANȚA PENTRU UNIREA ROMÂNILOR
MEHEDINŢI,TRIȚĂ-RĂESCU SILVIA-BERTA,ALIANȚA PENTRU UNIREA ROMÂNILOR
MEHEDINŢI,STANCU FLORIN-GEORGE,ALIANȚA PENTRU UNIREA ROMÂNILOR
MEHEDINŢI,VASILAN GICU,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
MEHEDINŢI,ZAMFIR DUMITRU,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
MEHEDINŢI,BEJINARU IULIAN-VASILE,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
MEHEDINŢI,LĂPĂDAT GHEORGHE,FORȚA DREPTEI
MEHEDINŢI,PREDA LOREDANA-ANA,FORȚA DREPTEI
MEHEDINŢI,GUINĂ OLIVIA,FORȚA DREPTEI
MEHEDINŢI,STĂNOIU CRISTIAN-DAMIAN,FORȚA DREPTEI
MEHEDINŢI,ȘERBAN AUREL,PARTIDUL LIGA ACȚIUNII NAȚIONALE
MEHEDINŢI,DRĂGHIA GEORGETA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
MEHEDINŢI,KESSLER RALUCA-GEORGIA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
MEHEDINŢI,PĂNESCU IONEL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
MEHEDINŢI,BREAZU GRIGORE-MINEL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
MEHEDINŢI,FIRU STELA,PARTIDUL NAȚIONAL LIBERAL
MEHEDINŢI,DINCĂ ADRIAN-CONSTANTIN,PARTIDUL NAȚIONAL LIBERAL
MEHEDINŢI,TRANCOTĂ DANIELA,PARTIDUL NAȚIONAL LIBERAL
MEHEDINŢI,COJOCARU DORIN-IULIAN,PARTIDUL NAȚIONAL LIBERAL
MEHEDINŢI,ROCA PETRU,PARTIDUL NOUA ROMÂNIE
MEHEDINŢI,MERIȘANU FLORIN-RELU,PARTIDUL OAMENILOR TINERI
MEHEDINŢI,DRAGOMIR MIHAI-MARIAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
MEHEDINŢI,DOBRE MARIANA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
MEHEDINŢI,GRIGOROIU DANIEL-MIRCEA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
MEHEDINŢI,ȘANDOR OVIDIU,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MEHEDINŢI,ȘTIRB RADU-MARCEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MEHEDINŢI,BLAGA NICOLETA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MEHEDINŢI,MARIȘ ADRIAN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MEHEDINŢI,MAZILU LIVIU-LUCIAN,PARTIDUL SOCIAL DEMOCRAT
MEHEDINŢI,BUZATU OANA-CONSTANTINA,PARTIDUL SOCIAL DEMOCRAT
MEHEDINŢI,DIMA CRISTIANA-BIANCA,PARTIDUL SOCIAL DEMOCRAT
MEHEDINŢI,CENUȘE CLAUDIU-ANDREI,PARTIDUL SOCIAL DEMOCRAT
MEHEDINŢI,MAXIM ADELINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT

MEHEDINŢI,NĂVLIGU IONUȚ-MARIUS,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MEHEDINŢI,ANTONIE LAURENȚIU-PETRIȘOR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MEHEDINŢI,VERBUNCU CRISTIAN-LIVIU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MEHEDINŢI,BOLOGA CRISTEA,PARTIDUL SOCIAL DEMOCRAT UNIT
MEHEDINŢI,PETROV AURA,PARTIDUL SOCIAL DEMOCRAT UNIT
MEHEDINŢI,CIMPOERU ADELINA,PARTIDUL SOCIAL DEMOCRAT UNIT
MEHEDINŢI,OLTEANU GABRIEL,PARTIDUL SOCIAL DEMOCRAT UNIT
MEHEDINŢI,ISTODE MUGUREL-COSMIN,PARTIDUL S.O.S. ROMÂNIA
MEHEDINŢI,ACHIMESCU NICOLAE,PARTIDUL S.O.S. ROMÂNIA
MEHEDINŢI,BOTEA CONSTANȚA,PARTIDUL S.O.S. ROMÂNIA
MEHEDINŢI,CĂLIN LILIANA,PARTIDUL S.O.S. ROMÂNIA
MEHEDINŢI,DUMITRU ANDREEA,PATRIOȚII POPORULUI ROMÂN
MEHEDINŢI,APOSTOLESCU NICOLAE,ROMÂNIA SOCIALISTĂ
MEHEDINŢI,RUPA-MIC CRISTINA-NICOLETA,ROMÂNIA SOCIALISTĂ
MEHEDINŢI,BIRĂU SILVIA,ROMÂNIA SOCIALISTĂ
MEHEDINŢI,ZAMFIRESCU GHEORGHE,ROMÂNIA SOCIALISTĂ
MEHEDINŢI,FÜLÖP LÁSZLÓ-ZSOLT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MEHEDINŢI,ARROS DÉNES,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MEHEDINŢI,SANTA BERNADETT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MEHEDINŢI,SZIGYÁRTÓ GYÖNGYI-KRISZTINA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MEHEDINŢI,CHIRIAC CLAUDIU-VALENTIN,UNIUNEA SALVAȚI ROMÂNIA
MEHEDINŢI,PĂCURARU ELISABETA-DANIELA,UNIUNEA SALVAȚI ROMÂNIA
MEHEDINŢI,GÂRBOVAN ALEXANDRU-MIHAI,UNIUNEA SALVAȚI ROMÂNIA
MEHEDINŢI,BIROVESCU NICOLAE-ROMEO,UNIUNEA SALVAȚI ROMÂNIA
MUREŞ,VLASA MIHAI-VALENTIN,ALIANȚA NAȚIONAL CREȘTINĂ
MUREŞ,MIHAILĂ ALINA,ALIANȚA NAȚIONAL CREȘTINĂ
MUREŞ,BOMPA TEODOR,ALIANȚA NAȚIONAL CREȘTINĂ
MUREŞ,LĂCĂTUȘ CLAUDIA,ALIANȚA NAȚIONAL CREȘTINĂ
MUREŞ,PRICOPE MARCEL,ALIANȚA NAȚIONAL CREȘTINĂ
MUREŞ,VÂNTU CRISTIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
MUREŞ,ILIE CRISTINA-ELENA,ALIANȚA PENTRU UNIREA ROMÂNILOR
MUREŞ,GASTON MIRELA,ALIANȚA PENTRU UNIREA ROMÂNILOR
MUREŞ,MĂLAI MARCEL-AUREL,ALIANȚA PENTRU UNIREA ROMÂNILOR

MUREŞ,MIHĂILESCU ALIN-MARIUS,ALIANȚA PENTRU UNIREA ROMÂNILOR
MUREŞ,VEREȘ MIHAELA-CRISTINA,ALIANȚA PENTRU UNIREA ROMÂNILOR
MUREŞ,NICUȘAN CONSTANTIN,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
MUREŞ,TODEREL TRAIAN-FLORIN,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
MUREŞ,NĂSTASE ANCA-CERASELA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
MUREŞ,MOLDOVAN ANGELICA-CAMELIA-LIANA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
MUREŞ,SĂLCUDEAN RODICA-MARIANA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
MUREŞ,TOGĂNEL RAMONA-FELICIA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
MUREŞ,TĂTAR RELA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
MUREŞ,HORVÁTH ALPÁR-LÁSZLÓ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
MUREŞ,FARCAȘ MIHAI-DAN,FORȚA DREPTEI
MUREŞ,GEORGESCU OVIDIU,FORȚA DREPTEI
MUREŞ,TIȘE LUCIA-FLORINA,FORȚA DREPTEI
MUREŞ,MOLNAR GEORGE-MIRCEA,FORȚA DREPTEI
MUREŞ,MĂRGINEAN MARIUS-IOAN,FORȚA DREPTEI
MUREŞ,POP CĂLIN,FORȚA DREPTEI
MUREŞ,LACZKO MARIUS-GELU,PARTIDUL ECOLOGIST ROMÂN
MUREŞ,LUPEI NICOLAE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
MUREŞ,TOGĂNEL CRISTINA-MARA,PARTIDUL NAȚIONAL LIBERAL
MUREŞ,GYÖRGY ALEXANDRU,PARTIDUL NAȚIONAL LIBERAL
MUREŞ,BENEDEK THEODORA-MARIANA-NICOLETA,PARTIDUL NAȚIONAL LIBERAL
MUREŞ,BUDIAN PETRU-IONUȚ,PARTIDUL NAȚIONAL LIBERAL
MUREŞ,CĂTANĂ STELIAN-DORU,PARTIDUL NAȚIONAL LIBERAL
MUREŞ,ȘARLEA HOREA-ARTHUR,PARTIDUL NAȚIONAL LIBERAL
MUREŞ,TRESTIAN VASILE-CĂLIN,PARTIDUL NOUA ROMÂNIE
MUREŞ,ENACHE SMARANDA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
MUREŞ,POTCOAVĂ MIHAIL-MARCEL,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
MUREŞ,STATE MARIA-MIHAELA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MUREŞ,URECHE DANIEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MUREŞ,CRIHAN MARIAN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MUREŞ,MATEI ADELA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MUREŞ,MUREȘAN CORINA-MIHAELA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
MUREŞ,TRIF GEORGE-CĂLIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE

MUREŞ,MĂRGINEAN LUCIAN,PARTIDUL SOCIAL DEMOCRAT
MUREŞ,DĂRĂBAN PAULA-MARIA,PARTIDUL SOCIAL DEMOCRAT
MUREŞ,MOLDOVAN THOMAS-RĂZVAN,PARTIDUL SOCIAL DEMOCRAT
MUREŞ,DANCU OVIDIU,PARTIDUL SOCIAL DEMOCRAT
MUREŞ,MOGA DOINA-CAMELIA,PARTIDUL SOCIAL DEMOCRAT
MUREŞ,BODAN ANA-DIANA,PARTIDUL SOCIAL DEMOCRAT
MUREŞ,RÁCZ FLORIN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MUREŞ,GÁBOR ANTON,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MUREŞ,BARCSA TARZAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MUREŞ,BARCSA RUDOLF,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MUREŞ,MIHAI MIHAELA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MUREŞ,MIHUȚESCU CAMELIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
MUREŞ,NEAGU NICOLAE-DRAGOȘ,PARTIDUL SOCIAL DEMOCRAT UNIT
MUREŞ,TRIPON AVRAM,PARTIDUL S.O.S. ROMÂNIA
MUREŞ,ȚINTOȘAN DOINA-ELENA,PARTIDUL S.O.S. ROMÂNIA
MUREŞ,POLEARUȘ VLADIMIR,PARTIDUL S.O.S. ROMÂNIA
MUREŞ,GRAMA GABRIELA-MARIA,PARTIDUL S.O.S. ROMÂNIA
MUREŞ,LUCA GHEORGHE,PARTIDUL S.O.S. ROMÂNIA
MUREŞ,SIMON HORAȚIU-ADRIAN,PATRIOȚII POPORULUI ROMÂN
MUREŞ,CHEREJI MIHAI-NICOLAE,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
MUREŞ,NOVAK LEVENTE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MUREŞ,CSÁSZÁR KÁROLY-ZSOLT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MUREŞ,CSIBI ATTILA-ZOLTÁN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MUREŞ,KOZMA MONIKA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MUREŞ,SZASZ IZOLDA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MUREŞ,KELEMEN ATILLA-MÁRTON,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
MUREŞ,COTOI DAN-CRISTIAN,UNIUNEA SALVAȚI ROMÂNIA
MUREŞ,TANCĂU ALINA-BIANCA,UNIUNEA SALVAȚI ROMÂNIA
MUREŞ,BÂRSAN IOAN,UNIUNEA SALVAȚI ROMÂNIA
MUREŞ,MOLDOVAN SILVIU-ALIN,UNIUNEA SALVAȚI ROMÂNIA
MUREŞ,VARODI CĂLIN-GHEORGHE,UNIUNEA SALVAȚI ROMÂNIA
MUREŞ,GHERASIM MARIUS-CORNEL,UNIUNEA SALVAȚI ROMÂNIA
NEAMŢ,BĂBUȚĂ CĂTĂLIN-ANDREI,ALIANȚA NAȚIONAL CREȘTINĂ

NEAMŢ,LAVRIC SORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
NEAMŢ,APOPEI MARIUS-VASILE,ALIANȚA PENTRU UNIREA ROMÂNILOR
NEAMŢ,RIȘCUȚA DORUȚU-HONORIUS,ALIANȚA PENTRU UNIREA ROMÂNILOR
NEAMŢ,NĂDEJDE ADINA-MIHAELA,ALIANȚA PENTRU UNIREA ROMÂNILOR
NEAMŢ,POPESCU VASILE,ALIANȚA PENTRU UNIREA ROMÂNILOR
NEAMŢ,DINISOV IONELA-ANCUȚA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
NEAMŢ,BURCĂ CARMEN,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
NEAMŢ,STOIAN-ANIȚOAIEI VIOREL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
NEAMŢ,ATIMOFTIOAIE IONEL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
NEAMŢ,TOMULEASA NECULAI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
NEAMŢ,DAN MIHAI-ALEXANDRU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
NEAMŢ,PIȚU LĂCRĂMIOARA-ADRIANA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
NEAMŢ,PIENESCU GABRIEL,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
NEAMŢ,CARABELEA ANDREI,FORȚA DREPTEI
NEAMŢ,MOROȘANU CRISTINA,FORȚA DREPTEI
NEAMŢ,APOSTOAE LĂCRĂMIOARA,FORȚA DREPTEI
NEAMŢ,CREȚU ADRIAN-GHEORGHIȚĂ,FORȚA DREPTEI
NEAMŢ,VIZITIU GHEORGHE-CĂTĂLIN,FORȚA DREPTEI
NEAMŢ,VIERU PETRICĂ-CRISTINEL,PARTIDUL ECOLOGIST ROMÂN
NEAMŢ,OLTEANU STELIAN,PARTIDUL LIGA ACȚIUNII NAȚIONALE
NEAMŢ,DUNĂRE IULIANA,PARTIDUL LIGA ACȚIUNII NAȚIONALE
NEAMŢ,APARASCĂI IOAN,PARTIDUL LIGA ACȚIUNII NAȚIONALE
NEAMŢ,PURCEL-DOBRESCU LILIANA,PARTIDUL LIGA ACȚIUNII NAȚIONALE
NEAMŢ,ZAHARIA-PISALTU ECATERINA-DUMITRA,PARTIDUL LIGA ACȚIUNII NAȚIONALE
NEAMŢ,BOTEZ CRISTINA-ROXANA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
NEAMŢ,PETRARIU VASILE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
NEAMŢ,ȚAPU-NAZARE EUGEN,PARTIDUL NAȚIONAL LIBERAL
NEAMŢ,VIERU VLAD-VASILE,PARTIDUL NAȚIONAL LIBERAL
NEAMŢ,SOCEA ANA,PARTIDUL NAȚIONAL LIBERAL
NEAMŢ,ARDELEANU SILVIU-BOGDAN,PARTIDUL NAȚIONAL LIBERAL
NEAMŢ,CREȚU GHEORGHE-LAURENȚIU,PARTIDUL NAȚIONAL LIBERAL
NEAMŢ,MÎNDRILĂ IOANA-RALUCA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
NEAMŢ,CATALII VIRGIL-GABRIEL,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI

NEAMŢ,DUCA CAMELIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
NEAMŢ,JITARU MARIANA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
NEAMŢ,CĂLIN CONSTANTIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
NEAMŢ,LEVĂRDĂ MARIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
NEAMŢ,BĂLAN GHEORGHE-CĂTĂLIN,PARTIDUL ROMÂNIA ÎN ACȚIUNE
NEAMŢ,PĂDURARU RĂDUCU-ADRIAN,PARTIDUL SOCIAL DEMOCRAT
NEAMŢ,ȚIFUI DUMITRU-BOGDAN,PARTIDUL SOCIAL DEMOCRAT
NEAMŢ,RADU RALUCA,PARTIDUL SOCIAL DEMOCRAT
NEAMŢ,CIOCOIU IONUȚ-LIVIU,PARTIDUL SOCIAL DEMOCRAT
NEAMŢ,LUNGU LIVIU-VASILE,PARTIDUL SOCIAL DEMOCRAT
NEAMŢ,NEGURIȚĂ CLAUDIU-ȘTEFAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
NEAMŢ,AIOANIȚOAEI MARIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
NEAMŢ,DIACONU DĂNUȚ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
NEAMŢ,SURDU ELENA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
NEAMŢ,STELUȚĂ IOAN-CRISTIAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
NEAMŢ,SOCOL MARIUS,PARTIDUL SOCIAL DEMOCRAT UNIT
NEAMŢ,APREUTESEI MARIA-MIHAELA,PARTIDUL SOCIAL DEMOCRAT UNIT
NEAMŢ,PREOTU ELENA-RAMONA,PARTIDUL SOCIAL DEMOCRAT UNIT
NEAMŢ,DOLNICEANU ANA-MARIA,PARTIDUL SOCIAL DEMOCRAT UNIT
NEAMŢ,GHEORGHE DANIEL-PAUL-ROMEO,PARTIDUL S.O.S. ROMÂNIA
NEAMŢ,ȚIPOȘ ALINA-VERONICA,PARTIDUL S.O.S. ROMÂNIA
NEAMŢ,MICU MARIA-IRINA,PARTIDUL S.O.S. ROMÂNIA
NEAMŢ,TIMOFTE MIHAI-LIVIU,PARTIDUL S.O.S. ROMÂNIA
NEAMŢ,ANTĂLUCĂ IOSIF,PARTIDUL S.O.S. ROMÂNIA
NEAMŢ,BELEUȚ MIHAI-OVIDIU,PATRIOȚII POPORULUI ROMÂN
NEAMŢ,GRIGORE TOMA,ROMÂNIA SOCIALISTĂ
NEAMŢ,BABĂTĂ VASILE,ROMÂNIA SOCIALISTĂ
NEAMŢ,CIURDEA GHEORGHE,ROMÂNIA SOCIALISTĂ
NEAMŢ,MELINTE LUCIA,ROMÂNIA SOCIALISTĂ
NEAMŢ,ISMANĂ LILIANA,ROMÂNIA SOCIALISTĂ
NEAMŢ,ȚUGUI MATEI-ION,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
NEAMŢ,ROMÁN ALEXANDRU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
NEAMŢ,PUSKÁS ELEMÉR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA

NEAMŢ,GAL SANDOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
NEAMŢ,KOVÁCS IRINA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
NEAMŢ,GORBAI MARIA-MELINDA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
NEAMŢ,IACOB VASILE-MANUEL,UNIUNEA SALVAȚI ROMÂNIA
NEAMŢ,NEAGU IULIANA-CONSTANȚA,UNIUNEA SALVAȚI ROMÂNIA
NEAMŢ,VOICU CLAUDIU-CONSTANTIN,UNIUNEA SALVAȚI ROMÂNIA
NEAMŢ,PREOTU ELENA-STELUȚA,UNIUNEA SALVAȚI ROMÂNIA
NEAMŢ,ADĂMOAE-MANOLE ANDREEA-MIHAELA,UNIUNEA SALVAȚI ROMÂNIA
OLT,DIACONESCU CONSTANTIN,ALIANȚA NAȚIONAL CREȘTINĂ
OLT,PETRE GEORGE-CEZAR,ALIANȚA PENTRU UNIREA ROMÂNILOR
OLT,CĂLINA GEORGE-CRISTIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
OLT,BRANIȘTE GABRIEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
OLT,VĂLE MĂDĂLINA-ȘTEFANIA,ALIANȚA PENTRU UNIREA ROMÂNILOR
OLT,BĂEȚICA MARIA,ALIANȚA PENTRU UNIREA ROMÂNILOR
OLT,DRĂGOI VALERIU,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
OLT,DANȚIȘ IRINA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
OLT,RADU ISTRATE,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
OLT,MIHAI LUCICA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
OLT,TRIFU ROBERT,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
OLT,NEAGOE PETRUȚ-GABRIEL,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
OLT,RIZESCU RADU,FORȚA DREPTEI
OLT,FLORESCU LEONORIU,FORȚA DREPTEI
OLT,XOMPERO-RISTEA FLORICA-IONELA,FORȚA DREPTEI
OLT,LIVEZEANU DANIEL,FORȚA DREPTEI
OLT,CALOTĂ CRISTI,FORȚA DREPTEI
OLT,RĂDULESCU DAN,PARTIDUL ECOLOGIST ROMÂN
OLT,CĂLIN IONUȚ,PARTIDUL LIGA ACȚIUNII NAȚIONALE
OLT,TEAU TRĂNICA-CARMEN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
OLT,SANDU FLORIN-COSTIN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
OLT,JITARU CLAUDIA ELENA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
OLT,VASILE MARIAN,PARTIDUL NAȚIONAL LIBERAL
OLT,BĂLAȘA MARIUS,PARTIDUL NAȚIONAL LIBERAL
OLT,GIURA LAURA,PARTIDUL NAȚIONAL LIBERAL

OLT,IACOBESCU VICTOR-HARITON,PARTIDUL NAȚIONAL LIBERAL
OLT,ȘURLAN RĂDUCU-DUMITRU,PARTIDUL NAȚIONAL LIBERAL
OLT,GHIȚĂ ROBERT-DANIEL,PARTIDUL OAMENILOR TINERI
OLT,PASĂRE FLORIAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
OLT,CRĂCIUNICĂ DUMITRU-MUGUREL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
OLT,MILITARU MIHAELA-MĂDĂLINA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
OLT,BOANCĂ MONICA-IOANA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
OLT,STĂNESCU PAUL,PARTIDUL SOCIAL DEMOCRAT
OLT,MIREA SIMINICA,PARTIDUL SOCIAL DEMOCRAT
OLT,ALBOTĂ EMIL-FLORIN,PARTIDUL SOCIAL DEMOCRAT
OLT,SULGER CORNELIA,PARTIDUL SOCIAL DEMOCRAT
OLT,BĂȚĂGUI COSTEL-RĂZVAN,PARTIDUL SOCIAL DEMOCRAT
OLT,DUMITRESCU IULIAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
OLT,APOLOZAN IONELA-GINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
OLT,NĂSTASE MARIAN-CRISTIAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
OLT,MATACHE ION,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
OLT,POPESCU PETRE,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
OLT,PRODANA FLORI,PARTIDUL SOCIAL DEMOCRAT UNIT
OLT,VELEA FLORIN,PARTIDUL SOCIAL DEMOCRAT UNIT
OLT,SOARE FLORIN,PARTIDUL SOCIAL DEMOCRAT UNIT
OLT,TUDOR DOMNIȚA-MARIA,PARTIDUL SOCIAL DEMOCRAT UNIT
OLT,NEACȘU VIOREL,PARTIDUL S.O.S. ROMÂNIA
OLT,BĂRBUICĂ SORINEL-VASILICĂ,PARTIDUL S.O.S. ROMÂNIA
OLT,VIERU MARIA-CLAUDIA,PARTIDUL S.O.S. ROMÂNIA
OLT,ANDRONIE MARIA,PARTIDUL S.O.S. ROMÂNIA
OLT,MIRCEA MARIAN,PARTIDUL S.O.S. ROMÂNIA
OLT,COSTEA VIRGIL-DEMETRIUS,PATRIOȚII POPORULUI ROMÂN
OLT,MOGA TEODOR,ROMÂNIA SOCIALISTĂ
OLT,POPESCU DOINA,ROMÂNIA SOCIALISTĂ
OLT,SANDU CONSTANTIN-LIVIU,ROMÂNIA SOCIALISTĂ
OLT,FLOREA IONEL,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
OLT,VERESS TÜNDE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
OLT,VARGA ANDREI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA

OLT,BOTH ROZA-TÜNDE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
OLT,KEDEI PÁL-ELÖD,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
OLT,TROMBITAȘ JOLAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
OLT,PÎRLOGEA CĂTĂLIN-IONUȚ,UNIUNEA SALVAȚI ROMÂNIA
OLT,RECE EMIL,UNIUNEA SALVAȚI ROMÂNIA
OLT,ROȘCA MARIANA,UNIUNEA SALVAȚI ROMÂNIA
OLT,BOLBOAȘĂ ALIN-NICOLAE,UNIUNEA SALVAȚI ROMÂNIA
OLT,VOINEA GABRIEL-CIPRIAN,UNIUNEA SALVAȚI ROMÂNIA
PRAHOVA,BOTOȘ LAURIAN-DRAGOȘ,ALIANȚA NAȚIONAL CREȘTINĂ
